samplename	antibody	biological_material	replicate	label	orig_filename
SRR522008	input	s2cell-328	1	SRX160146	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX160146/SRR522008/SRR522008_1.fastq.gz
ERR111423	input	s2cell-329	1	ERX088857	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/ERX088857/ERR111423/ERR111423_1.fastq.gz
ERR111424	MBD-R2	s2cell-330	1	ERX088858	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/ERX088858/ERR111424/ERR111424_1.fastq.gz
ERR111425	NSL3	s2cell-331	1	ERX088859	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/ERX088859/ERR111425/ERR111425_1.fastq.gz
ERR111440	Rbp3	s2cell-332	1	ERX088868	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/ERX088868/ERR111440/ERR111440_1.fastq.gz
ERR111438	Rbp3	s2cell-333	1	ERX088869	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/ERX088869/ERR111438/ERR111438_1.fastq.gz
ERR111434	input	s2cell-334	1	ERX088870	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/ERX088870/ERR111434/ERR111434_1.fastq.gz
ERR111436	input	s2cell-335	1	ERX088871	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/ERX088871/ERR111436/ERR111436_1.fastq.gz
ERR111441	Rbp3	s2cell-336	1	ERX088873	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/ERX088873/ERR111441/ERR111441_1.fastq.gz
ERR111435	input	s2cell-337	1	ERX088875	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/ERX088875/ERR111435/ERR111435_1.fastq.gz
ERR126230	input	s2cell-338	1	ERX102366	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/ERX102366/ERR126230/ERR126230_1.fastq.gz
ERR126231	Rpb3	s2cell-339	1	ERX102367	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/ERX102367/ERR126231/ERR126231_1.fastq.gz
ERR126232	Rpb3	s2cell-340	1	ERX102369	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/ERX102369/ERR126232/ERR126232_1.fastq.gz
ERR126229	input	s2cell-341	1	ERX102381	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/ERX102381/ERR126229/ERR126229_1.fastq.gz
ERR1331729	input	s2cell-342	1	ERX1403349	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/ERX1403349/ERR1331729/ERR1331729_1.fastq.gz
ERR1331730	Mi-2	s2cell-343	1	ERX1403350	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/ERX1403350/ERR1331730/ERR1331730_1.fastq.gz
ERR1331731	Mi-2	s2cell-344	1	ERX1403351	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/ERX1403351/ERR1331731/ERR1331731_1.fastq.gz
ERR1331728	input	s2cell-345	1	ERX1403348	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/ERX1403348/ERR1331728/ERR1331728_1.fastq.gz
ERR268501	E2f	s2cell-346	1	ERX242704	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/ERX242704/ERR268501/ERR268501_1.fastq.gz
ERR268477	E2f	s2cell-347	1	ERX242706	/home/bergeric/data/s2cell-prior/output/chip/fastq_dump/ERR268477_1.fastq.gz
ERR268497	input	s2cell-348	1	ERX242707	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/ERX242707/ERR268497/ERR268497_1.fastq.gz
ERR268485	Myc	s2cell-349	1	ERX242709	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/ERX242709/ERR268485/ERR268485_1.fastq.gz
ERR268478	input	s2cell-350	1	ERX242710	/home/bergeric/data/s2cell-prior/output/chip/fastq_dump/ERR268478_1.fastq.gz
ERR268481	E2f	s2cell-351	1	ERX242711	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/ERX242711/ERR268481/ERR268481_1.fastq.gz
ERR268486	E2f	s2cell-352	1	ERX242712	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/ERX242712/ERR268486/ERR268486_1.fastq.gz
ERR268488	Max	s2cell-353	1	ERX242713	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/ERX242713/ERR268488/ERR268488_1.fastq.gz
ERR268502	input	s2cell-354	1	ERX242715	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/ERX242715/ERR268502/ERR268502_1.fastq.gz
ERR268498	input	s2cell-355	1	ERX242716	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/ERX242716/ERR268498/ERR268498_1.fastq.gz
ERR268496	input	s2cell-356	1	ERX242717	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/ERX242717/ERR268496/ERR268496_1.fastq.gz
ERR268500	E2f	s2cell-357	1	ERX242718	/home/bergeric/data/s2cell-prior/output/chip/fastq_dump/ERR268500_1.fastq.gz
ERR268491	input	s2cell-358	1	ERX242722	/home/bergeric/data/s2cell-prior/output/chip/fastq_dump/ERR268491_1.fastq.gz
ERR268480	input	s2cell-359	1	ERX242723	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/ERX242723/ERR268480/ERR268480_1.fastq.gz
ERR268499	E2f	s2cell-360	1	ERX242724	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/ERX242724/ERR268499/ERR268499_1.fastq.gz
ERR268492	input	s2cell-361	1	ERX242726	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/ERX242726/ERR268492/ERR268492_1.fastq.gz
ERR268494	Myc	s2cell-362	1	ERX242727	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/ERX242727/ERR268494/ERR268494_1.fastq.gz
ERR268483	E2f	s2cell-363	1	ERX242728	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/ERX242728/ERR268483/ERR268483_1.fastq.gz
ERR268479	input	s2cell-364	1	ERX242729	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/ERX242729/ERR268479/ERR268479_1.fastq.gz
ERR296107	input	s2cell-365	1	ERX269440	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/ERX269440/ERR296107/ERR296107_1.fastq.gz
ERR435831	input	s2cell-366	1	ERX402102	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/ERX402102/ERR435831/ERR435831_1.fastq.gz
ERR435843	mutGFP	s2cell-367	1	ERX402108	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/ERX402108/ERR435843/ERR435843_1.fastq.gz
ERR435832	groGFP	s2cell-368	1	ERX402112	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/ERX402112/ERR435832/ERR435832_1.fastq.gz
ERR435842	input	s2cell-369	1	ERX402113	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/ERX402113/ERR435842/ERR435842_1.fastq.gz
ERR435839	groGFP	s2cell-370	1	ERX402114	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/ERX402114/ERR435839/ERR435839_1.fastq.gz
ERR435856	mutGFP	s2cell-371	1	ERX402133	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/ERX402133/ERR435856/ERR435856_1.fastq.gz
ERR435837	gro	s2cell-372	1	ERX402137	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/ERX402137/ERR435837/ERR435837_1.fastq.gz
ERR435849	gro	s2cell-373	1	ERX402138	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/ERX402138/ERR435849/ERR435849_1.fastq.gz
